old_product_id,old_handle,sku,new_product_id,new_handle,status
"prod_01KP6FATKPYBMHZPE701XQ1D1H","vevor-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-for-s1-s2-xnbstbzhhs00ix0yv001v0","XNBSTBDHHS009R5W4001V0","prod_01KPJV5TB6SE91KWXENMEH8AWF","vevor-breast-pump-bag-breast-feeding-bag-with-waterproof-mat-fits-for-xnbstbdhhs009r5w4001v0","CREATED"
"prod_01KP6FATKPYBMHZPE701XQ1D1H","vevor-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-for-s1-s2-xnbstbzhhs00ix0yv001v0","XNBSTBXHHS00FUVQQ001V0","prod_01KPJV5THBH9ZMJPZCAJH96PS7","vevor-wearable-breast-pump-bag-breast-feeding-bag-with-waterproof-mat-xnbstbxhhs00fuvqq001v0","CREATED"
"prod_01KP6FATKPYBMHZPE701XQ1D1H","vevor-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-for-s1-s2-xnbstbzhhs00ix0yv001v0","XNBSTBZHHS00IX0YV001V0","prod_01KPJV5TQYKWH186ASQTMP51NW","vevor-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-for-s1-s2-xnbstbzhhs00ix0yv001v0","CREATED"
"prod_01KP6FATKPYBMHZPE701XQ1D1H","vevor-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-for-s1-s2-xnbstbzhhs00ix0yv001v0","XNBSTBZHHSDLLVDDX001V0","prod_01KPJV5TYH7YBN5441Y9ZGJJS1","vevor-wearable-breast-pump-bag-breast-feeding-bag-with-ice-pack-fits-f-xnbstbzhhsdllvddx001v0","CREATED"
"prod_01KP6FATWH3K7FDQMHD3J3K0XC","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","MZHLDLDLLEDLYFZS2001V9","prod_01KPJV5VDGG0JMSMCYFWJK5RCX","vevor-20-set-60-pcs-wooden-wedding-lantern-centerpiece-includes-20-woo-mzhldldlledlyfzs2001v9","CREATED"
"prod_01KP6FATWH3K7FDQMHD3J3K0XC","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","MZHLDLDLZS10SMDJ9001V0","prod_01KPJV5VKRFMPBW7H3VZMNSZFH","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","CREATED"
"prod_01KP6FATWH3K7FDQMHD3J3K0XC","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","MZHLDLDLLEDLBCYHN001V9","prod_01KPJV5VTGKM6JXJR0J6C47PVQ","vevor-10-set-30-pcs-wooden-wedding-lantern-centerpiece-includes-10-woo-mzhldldlledlbcyhn001v9","CREATED"
"prod_01KP6FATWH3K7FDQMHD3J3K0XC","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","MZHLDLDLLEDLBXHV3001V9","prod_01KPJV5W0X2BBYF5W55XGJJJEA","vevor-12-set-36-pcs-wooden-wedding-lantern-centerpiece-includes-12-woo-mzhldldlledlbxhv3001v9","CREATED"
"prod_01KP6FATWH3K7FDQMHD3J3K0XC","vevor-24-pcs-wooden-wedding-lantern-cedar-wood-and-plastic-wooden-lant-mzhldldlzs10smdj9001v0","MZHLDLDLLEDL7TS16001V9","prod_01KPJV5W7G4J6PQ2MD8W8HH033","vevor-12-set-36-pcs-wooden-wedding-lantern-centerpiece-includes-12-woo-mzhldldlledl7ts16001v9","CREATED"
"prod_01KP6FAV6ZZSDDXFS9K7K2HV6P","vevor-12-pcs-decorative-candle-lantern-led-electric-flameless-candle-p-ledcdgts6incdmemf001v9","LEDCDBS10INCDW7VW001V9","prod_01KPJV5WNEK8TYHSPBSVCRQPF2","vevor-12-pcs-decorative-candle-lantern-led-electric-flameless-candle-p-ledcdbs10incdw7vw001v9","CREATED"
"prod_01KP6FAV6ZZSDDXFS9K7K2HV6P","vevor-12-pcs-decorative-candle-lantern-led-electric-flameless-candle-p-ledcdgts6incdmemf001v9","LEDCDGTS6INCDMEMF001V9","prod_01KPJV5WVKQW1SSWVJE75BY2GT","vevor-12-pcs-decorative-candle-lantern-led-electric-flameless-candle-p-ledcdgts6incdmemf001v9","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYXTK404XZWNY001V0","prod_01KPJV5XBQK33W6N4V7AVN846K","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYKZDK40FW7EP001V0","prod_01KPJV5XHT3262GW3JZVR48TN0","vevor-foldable-storage-ottoman-bench-end-of-bed-bench-with-side-bags-f-bywszykzdk40fw7ep001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYKZDK406PEG4001V0","prod_01KPJV5XQDSJ1RMW5DNMP3XS7T","vevor-oval-storage-ottoman-bench-foldable-teddy-fleece-end-of-bed-benc-bywszykzdk406peg4001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYKZDK40KOB06001V0","prod_01KPJV5XXQ2NJ6B8Y7SK5NE1SK","vevor-oval-storage-ottoman-bench-foldable-teddy-fleece-end-of-bed-benc-bywszykzdk40kob06001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYKZDK40BI0GO001V0","prod_01KPJV5Y3KDEN131W27CNH5Q03","vevor-oval-storage-ottoman-bench-foldable-teddy-fleece-end-of-bed-benc-bywszykzdk40bi0go001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYKZDK405QXFB001V0","prod_01KPJV5YA4A4496DQ49SEXTWHX","vevor-foldable-storage-ottoman-bench-end-of-bed-bench-with-side-bags-f-bywszykzdk405qxfb001v0","CREATED"
"prod_01KP6FAVEE8VKVCTWZT1T6J6MX","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404xzwny001v0","BYWSZYXTK404GT90L001V0","prod_01KPJV5YFX49XTT08GBG1MJC2S","vevor-storage-ottoman-bench-button-tufted-end-of-bed-bench-with-side-b-bywszyxtk404gt90l001v0","CREATED"
"prod_01KP6FAW4NZHG48KTY0DW596K4","vevor-rocker-switch-6-pin-momentary-dpdt-rocker-switch-3-position-on-o-xxzxqkzkgyxcmcbgy001v9","XXZXQKZKGYXCMCBGY001V9","prod_01KPJV5YY4DKC59ZMX5QG8MYQH","vevor-rocker-switch-6-pin-momentary-dpdt-rocker-switch-3-position-on-o-xxzxqkzkgyxcmcbgy001v9","CREATED"
"prod_01KP6FAW4NZHG48KTY0DW596K4","vevor-rocker-switch-6-pin-momentary-dpdt-rocker-switch-3-position-on-o-xxzxqkzkgyxcmcbgy001v9","XXZXQKZKGYXBNWRM6001V9","prod_01KPJV5Z4B9MAM81Z80MN9DX6V","vevor-toggle-switch-6-pin-momentary-polarity-reversing-toggle-switch-o-xxzxqkzkgyxbnwrm6001v9","CREATED"
"prod_01KP6FAWBXTE3RBJG554M5MTKP","vevor-stainless-steel-table-60-x-90-cm-food-prep-worktable-with-wheels-dlgzt2cwdb24absmo001v0","DLGZT2CWDB248JRDY001V0","prod_01KPJV5ZK4Y01ZDV24P86F1ET4","vevor-stainless-steel-table-60-x-76-cm-food-prep-worktable-with-wheels-dlgzt2cwdb248jrdy001v0","CREATED"
"prod_01KP6FAWBXTE3RBJG554M5MTKP","vevor-stainless-steel-table-60-x-90-cm-food-prep-worktable-with-wheels-dlgzt2cwdb24absmo001v0","DLGZT2CWDB24K995G001V0","prod_01KPJV5ZSJA82ABT1J4JE8BQ4D","vevor-stainless-steel-table-61-x-45-cm-food-prep-worktable-with-wheels-dlgzt2cwdb24k995g001v0","CREATED"
"prod_01KP6FAWBXTE3RBJG554M5MTKP","vevor-stainless-steel-table-60-x-90-cm-food-prep-worktable-with-wheels-dlgzt2cwdb24absmo001v0","DLGZT2CWDB24ABSMO001V0","prod_01KPJV5ZZD19H90VJMR1RDRKXT","vevor-stainless-steel-table-60-x-90-cm-food-prep-worktable-with-wheels-dlgzt2cwdb24absmo001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKLWHLS47INJTAC5001V0","prod_01KPJV60EGGCX7FM6BY3TARY1Y","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKMWCLS59INN4HXO001V0","prod_01KPJV60MWZAXVZJKQXQD77CRZ","vevor-artificial-grass-plant-2-pack-1499mm-horsetail-reed-grass-in-pot-dpkmwcls59inn4hxo001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKLWHLS59IND2ABK001V0","prod_01KPJV60VFSZ3YTHSD2HKHWJP6","vevor-artificial-grass-plant-2-pack-1499mm-faux-reed-flower-grass-in-p-dpklwhls59ind2abk001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKMWCLS47INQSMT0001V0","prod_01KPJV611TQQWR4GGZ54SMSVSN","vevor-artificial-grass-plant-2-pack-1194mm-horsetail-reed-grass-in-pot-dpkmwcls47inqsmt0001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKXPLWCLS35CCHPH001V0","prod_01KPJV6187EH8ANE0CVEJJ65FS","vevor-artificial-grass-plant-2-pack-889mm-cattail-grass-in-pot-premium-dpkxplwcls35cchph001v0","CREATED"
"prod_01KP6FAX1V6DVD8R4PMTSSMQ48","vevor-artificial-grass-plant-1194mm-reed-flower-grass-in-pot-premium-p-dpklwhls47injtac5001v0","DPKLWHLS47INM48C5001V0","prod_01KPJV61EREFE1SRN6DAJSH6R8","vevor-artificial-grass-plant-2-pack-1194mm-reed-flower-grass-in-pot-pr-dpklwhls47inm48c5001v0","CREATED"
"prod_01KP6FAXDGGRPE82W4AK8GAERJ","vevor-breast-pump-backpack-breast-feeding-bag-with-ice-pack-fits-for-s-xnbbbdhhs000eu7vg001v0","XNBBBDHPUPGHGBTOR001V0","prod_01KPJV61X2X7W0D9F8MCQDDHPJ","vevor-breast-pump-backpack-breast-feeding-bag-with-ice-pack-fits-for-s-xnbbbdhpupghgbtor001v0","CREATED"
"prod_01KP6FAXDGGRPE82W4AK8GAERJ","vevor-breast-pump-backpack-breast-feeding-bag-with-ice-pack-fits-for-s-xnbbbdhhs000eu7vg001v0","XNBBBDHHS000EU7VG001V0","prod_01KPJV623B0K3A7E1ZKGXF43XF","vevor-breast-pump-backpack-breast-feeding-bag-with-ice-pack-fits-for-s-xnbbbdhhs000eu7vg001v0","CREATED"
"prod_01KP6FAXMYWPJHAFSFJPD9H19A","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjhsmtcjwsyw001v9","MTCYQWJHSMTCJWSYW001V9","prod_01KPJV62HPXJJ5YY7CRSF1YMNF","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjhsmtcjwsyw001v9","CREATED"
"prod_01KP6FAXMYWPJHAFSFJPD9H19A","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjhsmtcjwsyw001v9","MTCYQWJHSMTC9XG0X001V9","prod_01KPJV62R8MQJJVPHWY9QH61WZ","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjhsmtc9xg0x001v9","CREATED"
"prod_01KP6FAXMYWPJHAFSFJPD9H19A","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjhsmtcjwsyw001v9","MTCYQWJLSMTC2SKHP001V9","prod_01KPJV62YHV6PPK6JHPJCATP76","vevor-motorcycle-engine-toy-25-pieces-motorcycle-mechanic-toy-with-rem-mtcyqwjlsmtc2skhp001v9","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYXDFYTSQYE335001V0","prod_01KPJV63CMH17PZXBVTFHMDPKB","vevor-chaise-lounge-chair-1240-mm-boneless-chaise-lounge-indoor-modern-gdstyxdfytsqye335001v0","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYXDFYTSQUZHBH001V0","prod_01KPJV63JQQDMJ51D4Z2Z3F40M","vevor-chaise-lounge-chair-1380-mm-boneless-chaise-lounge-indoor-modern-gdstyxdfytsquzhbh001v0","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYXDFYTSQCGRO8001V0","prod_01KPJV63S8T2KB2PKZ423VDTYM","vevor-chaise-lounge-chair-1380-mm-boneless-chaise-lounge-indoor-modern-gdstyxdfytsqcgro8001v0","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYXDFFTSB5K9IW001V0","prod_01KPJV63ZS2W3P6T9CRXBTW2T4","vevor-chaise-lounge-chair-1115-mm-boneless-modular-chaise-lounge-indoo-gdstyxdfftsb5k9iw001v0","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYXDFFTSB9SE6P001V0","prod_01KPJV646J04PY25CDBR8VNPWB","vevor-chaise-lounge-chair-1115-mm-boneless-modular-chaise-lounge-indoo-gdstyxdfftsb9se6p001v0","CREATED"
"prod_01KP6FAY8FY4DZWFXWASDGHC70","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","GDSTYYJFYTSQRW258001V0","prod_01KPJV64CTWGA3C16G6SSP9GY1","vevor-yoga-chair-chaise-ergonomic-chaise-lounge-chair-for-yoga-modern-gdstyyjfytsqrw258001v0","CREATED"
"prod_01KP6FAYN6690QZP1QXK2FMMJS","vevor-360-swivel-jewelry-cabinet-1550-mm-tall-full-length-mirror-with-zbjlskxzfxjk3qu6j001v0","ZBJLSKXZFXJK3QU6J001V0","prod_01KPJV64W2E4V98B1MRVDV1R7F","vevor-360-swivel-jewelry-cabinet-1550-mm-tall-full-length-mirror-with-zbjlskxzfxjk3qu6j001v0","CREATED"
"prod_01KP6FAYN6690QZP1QXK2FMMJS","vevor-360-swivel-jewelry-cabinet-1550-mm-tall-full-length-mirror-with-zbjlskxzfxjk3qu6j001v0","ZBJLSKXZTYJKM2YYG001V0","prod_01KPJV652P72K16MKXJ5H42D5H","vevor-360-swivel-jewelry-cabinet-1655-mm-tall-full-length-mirror-with-zbjlskxztyjkm2yyg001v0","CREATED"
"prod_01KP6FAYN6690QZP1QXK2FMMJS","vevor-360-swivel-jewelry-cabinet-1550-mm-tall-full-length-mirror-with-zbjlskxzfxjk3qu6j001v0","ZBJLSKXZTYJKCL4O2001V0","prod_01KPJV658YMTBM3H0PQ82RK8TS","vevor-360-swivel-jewelry-cabinet-1600-mm-tall-full-length-mirror-with-zbjlskxztyjkcl4o2001v0","CREATED"
